meta_id,post_id,"meta_key","meta_value"
2,4,"_edit_last","1"
3,4,"_edit_lock","1459772814:1"
4,4,"_wp_page_template","default"
5,10,"_wp_attached_file","2016/03/about.jpg"
6,10,"_wp_attachment_metadata","a:5:{s:5:\"width\";i:1440;s:6:\"height\";i:401;s:4:\"file\";s:17:\"2016/03/about.jpg\";s:5:\"sizes\";a:5:{s:9:\"thumbnail\";a:4:{s:4:\"file\";s:17:\"about-150x150.jpg\";s:5:\"width\";i:150;s:6:\"height\";i:150;s:9:\"mime-type\";s:10:\"image/jpeg\";}s:6:\"medium\";a:4:{s:4:\"file\";s:16:\"about-300x84.jpg\";s:5:\"width\";i:300;s:6:\"height\";i:84;s:9:\"mime-type\";s:10:\"image/jpeg\";}s:12:\"medium_large\";a:4:{s:4:\"file\";s:17:\"about-768x214.jpg\";s:5:\"width\";i:768;s:6:\"height\";i:214;s:9:\"mime-type\";s:10:\"image/jpeg\";}s:5:\"large\";a:4:{s:4:\"file\";s:18:\"about-1024x285.jpg\";s:5:\"width\";i:1024;s:6:\"height\";i:285;s:9:\"mime-type\";s:10:\"image/jpeg\";}s:14:\"post-thumbnail\";a:4:{s:4:\"file\";s:17:\"about-825x401.jpg\";s:5:\"width\";i:825;s:6:\"height\";i:401;s:9:\"mime-type\";s:10:\"image/jpeg\";}}s:10:\"image_meta\";a:12:{s:8:\"aperture\";s:1:\"0\";s:6:\"credit\";s:0:\"\";s:6:\"camera\";s:0:\"\";s:7:\"caption\";s:0:\"\";s:17:\"created_timestamp\";s:1:\"0\";s:9:\"copyright\";s:0:\"\";s:12:\"focal_length\";s:1:\"0\";s:3:\"iso\";s:1:\"0\";s:13:\"shutter_speed\";s:1:\"0\";s:5:\"title\";s:0:\"\";s:11:\"orientation\";s:1:\"0\";s:8:\"keywords\";a:0:{}}}"
7,10,"_wp_attachment_image_alt","About VBYC"
8,4,"_thumbnail_id","10"
18,12,"_edit_last","1"
19,12,"_edit_lock","1460298476:1"
20,12,"_wp_page_template","template-basic.php"
21,14,"_edit_last","1"
22,14,"_wp_page_template","default"
23,14,"_edit_lock","1457097002:1"
27,18,"_edit_last","1"
28,18,"_wp_page_template","default"
29,18,"_edit_lock","1457096993:1"
30,20,"_edit_last","1"
31,20,"_wp_page_template","default"
32,20,"_edit_lock","1457096353:1"
33,22,"_edit_last","1"
34,22,"_wp_page_template","default"
35,22,"_edit_lock","1457096363:1"
36,24,"_edit_last","1"
37,24,"_wp_page_template","templates/sessions.php"
38,24,"_edit_lock","1460463212:1"
39,26,"_edit_last","1"
40,26,"_wp_page_template","templates/three-columns.php"
41,26,"_edit_lock","1460310663:1"
44,28,"_menu_item_type","post_type"
45,28,"_menu_item_menu_item_parent","33"
46,28,"_menu_item_object_id","26"
47,28,"_menu_item_object","page"
48,28,"_menu_item_target",""
49,28,"_menu_item_classes","a:1:{i:0;s:0:\"\";}"
50,28,"_menu_item_xfn",""
51,28,"_menu_item_url",""
62,30,"_menu_item_type","post_type"
63,30,"_menu_item_menu_item_parent","0"
64,30,"_menu_item_object_id","20"
65,30,"_menu_item_object","page"
66,30,"_menu_item_target",""
67,30,"_menu_item_classes","a:1:{i:0;s:0:\"\";}"
68,30,"_menu_item_xfn",""
69,30,"_menu_item_url",""
71,31,"_menu_item_type","post_type"
72,31,"_menu_item_menu_item_parent","0"
73,31,"_menu_item_object_id","18"
74,31,"_menu_item_object","page"
75,31,"_menu_item_target",""
76,31,"_menu_item_classes","a:1:{i:0;s:0:\"\";}"
77,31,"_menu_item_xfn",""
78,31,"_menu_item_url",""
80,32,"_menu_item_type","post_type"
81,32,"_menu_item_menu_item_parent","0"
82,32,"_menu_item_object_id","14"
83,32,"_menu_item_object","page"
84,32,"_menu_item_target",""
85,32,"_menu_item_classes","a:1:{i:0;s:0:\"\";}"
86,32,"_menu_item_xfn",""
87,32,"_menu_item_url",""
89,33,"_menu_item_type","post_type"
90,33,"_menu_item_menu_item_parent","0"
91,33,"_menu_item_object_id","12"
92,33,"_menu_item_object","page"
93,33,"_menu_item_target",""
94,33,"_menu_item_classes","a:1:{i:0;s:0:\"\";}"
95,33,"_menu_item_xfn",""
96,33,"_menu_item_url",""
98,34,"_menu_item_type","post_type"
99,34,"_menu_item_menu_item_parent","33"
100,34,"_menu_item_object_id","24"
101,34,"_menu_item_object","page"
102,34,"_menu_item_target",""
103,34,"_menu_item_classes","a:1:{i:0;s:0:\"\";}"
104,34,"_menu_item_xfn",""
105,34,"_menu_item_url",""
107,35,"_menu_item_type","post_type"
108,35,"_menu_item_menu_item_parent","0"
109,35,"_menu_item_object_id","4"
110,35,"_menu_item_object","page"
111,35,"_menu_item_target",""
112,35,"_menu_item_classes","a:1:{i:0;s:0:\"\";}"
113,35,"_menu_item_xfn",""
114,35,"_menu_item_url",""
116,36,"_edit_last","1"
117,36,"_edit_lock","1460298507:1"
118,36,"_wp_page_template","default"
119,38,"_edit_last","1"
120,38,"_edit_lock","1460298447:1"
121,38,"_wp_page_template","default"
122,40,"_edit_last","1"
123,40,"_wp_page_template","templates/timeline.php"
124,40,"_edit_lock","1460298722:1"
125,43,"_edit_last","1"
126,43,"_edit_lock","1458044674:1"
127,43,"_wp_page_template","default"
128,45,"_edit_last","1"
129,45,"_edit_lock","1457527455:1"
130,45,"_wp_page_template","default"
131,47,"_edit_last","1"
132,47,"_edit_lock","1460298232:1"
133,47,"_wp_page_template","templates/gallery.php"
134,49,"_edit_last","1"
135,49,"_edit_lock","1458926363:1"
136,49,"_wp_page_template","templates/image-fills-whole-page.php"
140,53,"_edit_last","1"
141,53,"_edit_lock","1457527525:1"
142,53,"_wp_page_template","default"
143,56,"_edit_last","1"
144,56,"_edit_lock","1459858590:1"
145,56,"_wp_page_template","templates/profile.php"
146,58,"_edit_last","1"
147,58,"_edit_lock","1457527556:1"
148,58,"_wp_page_template","default"
151,61,"_menu_item_type","post_type"
152,61,"_menu_item_menu_item_parent","33"
153,61,"_menu_item_object_id","36"
154,61,"_menu_item_object","page"
155,61,"_menu_item_target",""
156,61,"_menu_item_classes","a:1:{i:0;s:0:\"\";}"
157,61,"_menu_item_xfn",""
158,61,"_menu_item_url",""
160,62,"_menu_item_type","post_type"
161,62,"_menu_item_menu_item_parent","0"
162,62,"_menu_item_object_id","26"
163,62,"_menu_item_object","page"
164,62,"_menu_item_target",""
165,62,"_menu_item_classes","a:1:{i:0;s:0:\"\";}"
166,62,"_menu_item_xfn",""
167,62,"_menu_item_url",""
168,62,"_menu_item_orphaned","1457527755"
169,63,"_menu_item_type","post_type"
170,63,"_menu_item_menu_item_parent","33"
171,63,"_menu_item_object_id","38"
172,63,"_menu_item_object","page"
173,63,"_menu_item_target",""
174,63,"_menu_item_classes","a:1:{i:0;s:0:\"\";}"
175,63,"_menu_item_xfn",""
176,63,"_menu_item_url",""
178,64,"_menu_item_type","post_type"
179,64,"_menu_item_menu_item_parent","32"
180,64,"_menu_item_object_id","49"
181,64,"_menu_item_object","page"
182,64,"_menu_item_target",""
183,64,"_menu_item_classes","a:1:{i:0;s:0:\"\";}"
184,64,"_menu_item_xfn",""
185,64,"_menu_item_url",""
187,65,"_menu_item_type","post_type"
188,65,"_menu_item_menu_item_parent","32"
189,65,"_menu_item_object_id","47"
190,65,"_menu_item_object","page"
191,65,"_menu_item_target",""
192,65,"_menu_item_classes","a:1:{i:0;s:0:\"\";}"
193,65,"_menu_item_xfn",""
194,65,"_menu_item_url",""
196,66,"_menu_item_type","post_type"
197,66,"_menu_item_menu_item_parent","32"
198,66,"_menu_item_object_id","45"
199,66,"_menu_item_object","page"
200,66,"_menu_item_target",""
201,66,"_menu_item_classes","a:1:{i:0;s:0:\"\";}"
202,66,"_menu_item_xfn",""
203,66,"_menu_item_url",""
205,67,"_menu_item_type","post_type"
206,67,"_menu_item_menu_item_parent","32"
207,67,"_menu_item_object_id","43"
208,67,"_menu_item_object","page"
209,67,"_menu_item_target",""
210,67,"_menu_item_classes","a:1:{i:0;s:0:\"\";}"
211,67,"_menu_item_xfn",""
212,67,"_menu_item_url",""
214,68,"_menu_item_type","post_type"
215,68,"_menu_item_menu_item_parent","32"
216,68,"_menu_item_object_id","40"
217,68,"_menu_item_object","page"
218,68,"_menu_item_target",""
219,68,"_menu_item_classes","a:1:{i:0;s:0:\"\";}"
220,68,"_menu_item_xfn",""
221,68,"_menu_item_url",""
223,70,"_menu_item_type","post_type"
224,70,"_menu_item_menu_item_parent","35"
225,70,"_menu_item_object_id","4"
226,70,"_menu_item_object","page"
227,70,"_menu_item_target",""
228,70,"_menu_item_classes","a:1:{i:0;s:0:\"\";}"
229,70,"_menu_item_xfn",""
230,70,"_menu_item_url",""
234,72,"_menu_item_type","post_type"
235,72,"_menu_item_menu_item_parent","35"
236,72,"_menu_item_object_id","58"
237,72,"_menu_item_object","page"
238,72,"_menu_item_target",""
239,72,"_menu_item_classes","a:1:{i:0;s:0:\"\";}"
240,72,"_menu_item_xfn",""
241,72,"_menu_item_url",""
243,73,"_menu_item_type","post_type"
244,73,"_menu_item_menu_item_parent","35"
245,73,"_menu_item_object_id","56"
246,73,"_menu_item_object","page"
247,73,"_menu_item_target",""
248,73,"_menu_item_classes","a:1:{i:0;s:0:\"\";}"
249,73,"_menu_item_xfn",""
250,73,"_menu_item_url",""
252,74,"_menu_item_type","post_type"
253,74,"_menu_item_menu_item_parent","35"
254,74,"_menu_item_object_id","53"
255,74,"_menu_item_object","page"
256,74,"_menu_item_target",""
257,74,"_menu_item_classes","a:1:{i:0;s:0:\"\";}"
258,74,"_menu_item_xfn",""
259,74,"_menu_item_url",""
261,76,"_edit_last","1"
263,76,"field_56e4b49219ad3","a:14:{s:3:\"key\";s:19:\"field_56e4b49219ad3\";s:5:\"label\";s:5:\"Label\";s:4:\"name\";s:16:\"intro_link_label\";s:4:\"type\";s:4:\"text\";s:12:\"instructions\";s:0:\"\";s:8:\"required\";s:1:\"0\";s:13:\"default_value\";s:0:\"\";s:11:\"placeholder\";s:0:\"\";s:7:\"prepend\";s:0:\"\";s:6:\"append\";s:0:\"\";s:10:\"formatting\";s:4:\"html\";s:9:\"maxlength\";s:0:\"\";s:17:\"conditional_logic\";a:3:{s:6:\"status\";s:1:\"0\";s:5:\"rules\";a:1:{i:0;a:3:{s:5:\"field\";s:19:\"field_56e4ba0369801\";s:8:\"operator\";s:2:\"==\";s:5:\"value\";s:6:\"within\";}}s:8:\"allorany\";s:3:\"all\";}s:8:\"order_no\";i:1;}"
266,76,"position","acf_after_title"
267,76,"layout","default"
268,76,"hide_on_screen",""
269,76,"_edit_lock","1459524449:1"
271,77,"into","“Van Buren Youth Camp is dedicated to serving youth by providing opportunities for mental, physical and spiritual growth.” - Our mission statement since 1950."
272,77,"_into","field_56e4b44b19ad2"
273,77,"intro_link",""
274,77,"_intro_link","field_56e4b49219ad3"
275,77,"content_headline","Being ourselves, together."
276,77,"_content_headline","field_56e4b4f019ad4"
277,4,"into","“Van Buren Youth Camp is dedicated to serving youth by providing opportunities for mental, physical and spiritual growth.” - Our mission statement since 1950."
278,4,"_into","field_56e4b44b19ad2"
279,4,"intro_link",""
280,4,"_intro_link","field_56e4b49219ad3"
281,4,"content_headline","Being ourselves, together."
282,4,"_content_headline","field_56e4c07483505"
287,76,"field_56e4ba0369801","a:13:{s:3:\"key\";s:19:\"field_56e4ba0369801\";s:5:\"label\";s:24:\"Where does this link go?\";s:4:\"name\";s:31:\"intro_link_external_or_internal\";s:4:\"type\";s:5:\"radio\";s:12:\"instructions\";s:0:\"\";s:8:\"required\";s:1:\"0\";s:7:\"choices\";a:2:{s:6:\"within\";s:15:\"Within vbyc.org\";s:8:\"external\";s:19:\"Outside of vbyc.org\";}s:12:\"other_choice\";s:1:\"0\";s:17:\"save_other_choice\";s:1:\"0\";s:13:\"default_value\";s:15:\"Within vbyc.org\";s:6:\"layout\";s:10:\"horizontal\";s:17:\"conditional_logic\";a:3:{s:6:\"status\";s:1:\"0\";s:5:\"rules\";a:1:{i:0;a:3:{s:5:\"field\";s:4:\"null\";s:8:\"operator\";s:2:\"==\";s:5:\"value\";s:0:\"\";}}s:8:\"allorany\";s:3:\"all\";}s:8:\"order_no\";i:2;}"
289,78,"hero_into","&ldquo;Van Buren Youth Camp is dedicated to serving youth by providing opportunities for mental, physical and spiritual growth.&rdquo; - Our mission statement since 1950."
290,78,"_hero_into","field_56e4b44b19ad2"
291,78,"hero_intro_link",""
292,78,"_hero_intro_link","field_56e4b49219ad3"
293,78,"content_headline","Being ourselves, together."
294,78,"_content_headline","field_56e4b4f019ad4"
295,4,"hero_into","&ldquo;Van Buren Youth Camp is dedicated to serving youth by providing opportunities for mental, physical and spiritual growth.&rdquo; - Our mission statement since 1950."
296,4,"_hero_into","field_56e4b44b19ad2"
297,4,"hero_intro_link",""
298,4,"_hero_intro_link","field_56e4b49219ad3"
300,76,"field_56e4bc3f7c554","a:14:{s:3:\"key\";s:19:\"field_56e4bc3f7c554\";s:5:\"label\";s:17:\"URL (use http://)\";s:4:\"name\";s:14:\"intro_link_url\";s:4:\"type\";s:4:\"text\";s:12:\"instructions\";s:0:\"\";s:8:\"required\";s:1:\"0\";s:13:\"default_value\";s:0:\"\";s:11:\"placeholder\";s:0:\"\";s:7:\"prepend\";s:0:\"\";s:6:\"append\";s:0:\"\";s:10:\"formatting\";s:4:\"html\";s:9:\"maxlength\";s:0:\"\";s:17:\"conditional_logic\";a:3:{s:6:\"status\";s:1:\"0\";s:5:\"rules\";a:1:{i:0;a:3:{s:5:\"field\";s:19:\"field_56e4ba0369801\";s:8:\"operator\";s:2:\"==\";s:5:\"value\";s:6:\"within\";}}s:8:\"allorany\";s:3:\"all\";}s:8:\"order_no\";i:0;}"
303,79,"hero_into","&ldquo;Van Buren Youth Camp is dedicated to serving youth by providing opportunities for mental, physical and spiritual growth.&rdquo; - Our mission statement since 1950."
304,79,"_hero_into","field_56e4b44b19ad2"
305,79,"intro_link_label","Test link"
306,79,"_intro_link_label","field_56e4b49219ad3"
307,79,"intro_link_url","http://google.com"
308,79,"_intro_link_url","field_56e4bc3f7c554"
309,79,"content_headline","Being ourselves, together."
310,79,"_content_headline","field_56e4b4f019ad4"
311,79,"_","field_56e4ba0369801"
312,4,"intro_link_label",""
313,4,"_intro_link_label","field_56e4b49219ad3"
314,4,"intro_link_url",""
315,4,"_intro_link_url","field_56e4bc3f7c554"
316,4,"_","field_56e4be2208519"
318,80,"hero_into","&ldquo;Van Buren Youth Camp is dedicated to serving youth by providing opportunities for mental, physical and spiritual growth.&rdquo; - Our mission statement since 1950."
319,80,"_hero_into","field_56e4b44b19ad2"
320,80,"intro_link_label","Test link"
321,80,"_intro_link_label","field_56e4b49219ad3"
322,80,"intro_link_url",""
323,80,"_intro_link_url","field_56e4bc3f7c554"
324,80,"content_headline","Being ourselves, together."
325,80,"_content_headline","field_56e4b4f019ad4"
326,80,"_","field_56e4ba0369801"
334,81,"into_paragraph","“Van Buren Youth Camp is dedicated to serving youth by providing opportunities for mental, physical and spiritual growth.” – Our mission statement since 1950."
335,81,"_into_paragraph","field_56e4b44b19ad2"
336,81,"intro_link_url","http://google.com"
337,81,"_intro_link_url","field_56e4bc3f7c554"
338,81,"intro_link_label","Test link"
339,81,"_intro_link_label","field_56e4b49219ad3"
340,81,"intro_link_external_or_internal","within"
341,81,"_intro_link_external_or_internal","field_56e4ba0369801"
342,81,"content_headline","Being ourselves, together."
343,81,"_content_headline","field_56e4b4f019ad4"
344,81,"_","field_56e4be2208519"
345,4,"into_paragraph","“Van Buren Youth Camp is dedicated to serving youth by providing opportunities for mental, physical and spiritual growth.” – Our mission statement since 1950."
346,4,"_into_paragraph","field_56e4b44b19ad2"
347,4,"intro_link_external_or_internal","within"
348,4,"_intro_link_external_or_internal","field_56e4ba0369801"
352,82,"_edit_last","1"
353,82,"field_56e4c01e62cb8","a:11:{s:3:\"key\";s:19:\"field_56e4c01e62cb8\";s:5:\"label\";s:15:\"Intro paragraph\";s:4:\"name\";s:15:\"intro_paragraph\";s:4:\"type\";s:7:\"wysiwyg\";s:12:\"instructions\";s:0:\"\";s:8:\"required\";s:1:\"0\";s:13:\"default_value\";s:0:\"\";s:7:\"toolbar\";s:5:\"basic\";s:12:\"media_upload\";s:2:\"no\";s:17:\"conditional_logic\";a:3:{s:6:\"status\";s:1:\"0\";s:5:\"rules\";a:1:{i:0;a:3:{s:5:\"field\";s:4:\"null\";s:8:\"operator\";s:2:\"==\";s:5:\"value\";s:0:\"\";}}s:8:\"allorany\";s:3:\"all\";}s:8:\"order_no\";i:0;}"
355,82,"position","acf_after_title"
356,82,"layout","no_box"
357,82,"hide_on_screen",""
358,82,"_edit_lock","1459524422:1"
359,83,"_edit_last","1"
360,83,"field_56e4c07483505","a:14:{s:3:\"key\";s:19:\"field_56e4c07483505\";s:5:\"label\";s:32:\"Content Headline (first red one)\";s:4:\"name\";s:16:\"content_headline\";s:4:\"type\";s:4:\"text\";s:12:\"instructions\";s:0:\"\";s:8:\"required\";s:1:\"0\";s:13:\"default_value\";s:0:\"\";s:11:\"placeholder\";s:0:\"\";s:7:\"prepend\";s:0:\"\";s:6:\"append\";s:0:\"\";s:10:\"formatting\";s:4:\"html\";s:9:\"maxlength\";s:0:\"\";s:17:\"conditional_logic\";a:3:{s:6:\"status\";s:1:\"0\";s:5:\"rules\";a:1:{i:0;a:2:{s:5:\"field\";s:4:\"null\";s:8:\"operator\";s:2:\"==\";}}s:8:\"allorany\";s:3:\"all\";}s:8:\"order_no\";i:0;}"
362,83,"position","acf_after_title"
363,83,"layout","no_box"
364,83,"hide_on_screen",""
365,83,"_edit_lock","1457890731:1"
375,84,"intro_paragraph","“Van Buren Youth Camp is dedicated to serving youth by providing opportunities for mental, physical and spiritual growth.” – Our mission statement since 1950."
376,84,"_intro_paragraph","field_56e4c01e62cb8"
377,84,"intro_link_url","http://google.com"
378,84,"_intro_link_url","field_56e4bc3f7c554"
379,84,"intro_link_label","Test link"
380,84,"_intro_link_label","field_56e4b49219ad3"
381,84,"intro_link_external_or_internal","within"
382,84,"_intro_link_external_or_internal","field_56e4ba0369801"
383,84,"content_headline","Being ourselves, together."
384,84,"_content_headline","field_56e4c07483505"
385,4,"intro_paragraph","“Van Buren Youth Camp is dedicated to serving youth by providing opportunities for mental, physical and spiritual growth.” – Our mission statement since 1950."
386,4,"_intro_paragraph","field_56e4c01e62cb8"
387,85,"intro_paragraph","“Van Buren Youth Camp is dedicated to serving youth by providing opportunities for mental, physical and spiritual growth.” – Our mission statement since 1950."
388,85,"_intro_paragraph","field_56e4c01e62cb8"
389,85,"intro_link_url","http://google.com"
390,85,"_intro_link_url","field_56e4bc3f7c554"
391,85,"intro_link_label","Test link"
392,85,"_intro_link_label","field_56e4b49219ad3"
393,85,"intro_link_external_or_internal","external"
394,85,"_intro_link_external_or_internal","field_56e4ba0369801"
395,85,"content_headline","Being ourselves, together."
396,85,"_content_headline","field_56e4c07483505"
399,86,"intro_paragraph","“Van Buren Youth Camp is dedicated to serving youth by providing opportunities for mental, physical and spiritual growth.” – Our mission statement since 1950."
400,86,"_intro_paragraph","field_56e4c01e62cb8"
401,86,"intro_link_url","http://google.com"
402,86,"_intro_link_url","field_56e4bc3f7c554"
403,86,"intro_link_label","Test link"
404,86,"_intro_link_label","field_56e4b49219ad3"
405,86,"intro_link_external_or_internal","within"
406,86,"_intro_link_external_or_internal","field_56e4ba0369801"
407,86,"content_headline","Being ourselves, together."
408,86,"_content_headline","field_56e4c07483505"
414,87,"intro_paragraph","“Van Buren Youth Camp is dedicated to serving youth by providing opportunities for mental, physical and spiritual growth.” – Our mission statement since 1950."
415,87,"_intro_paragraph","field_56e4c01e62cb8"
416,87,"intro_link_url","http://google.com"
417,87,"_intro_link_url","field_56e4bc3f7c554"
418,87,"intro_link_label","Test link"
419,87,"_intro_link_label","field_56e4b49219ad3"
420,87,"intro_link_external_or_internal","1"
421,87,"_intro_link_external_or_internal","field_56e4ba0369801"
422,87,"content_headline","Being ourselves, together."
423,87,"_content_headline","field_56e4c07483505"
433,88,"intro_paragraph","“Van Buren Youth Camp is dedicated to serving youth by providing opportunities for mental, physical and spiritual growth.” – Our mission statement since 1950."
434,88,"_intro_paragraph","field_56e4c01e62cb8"
435,88,"intro_link_url","http://google.com"
436,88,"_intro_link_url","field_56e4bc3f7c554"
437,88,"intro_link_label","Test link"
438,88,"_intro_link_label","field_56e4b49219ad3"
439,88,"intro_link_external_or_internal","_self"
440,88,"_intro_link_external_or_internal","field_56e4ba0369801"
441,88,"content_headline","Being ourselves, together."
442,88,"_content_headline","field_56e4c07483505"
443,89,"intro_paragraph","“Van Buren Youth Camp is dedicated to serving youth by providing opportunities for mental, physical and spiritual growth.” – Our mission statement since 1950."
444,89,"_intro_paragraph","field_56e4c01e62cb8"
445,89,"intro_link_url","http://google.com"
446,89,"_intro_link_url","field_56e4bc3f7c554"
447,89,"intro_link_label","Test link"
448,89,"_intro_link_label","field_56e4b49219ad3"
449,89,"intro_link_external_or_internal","_blank"
450,89,"_intro_link_external_or_internal","field_56e4ba0369801"
451,89,"content_headline","Being ourselves, together."
452,89,"_content_headline","field_56e4c07483505"
453,90,"intro_paragraph","“Van Buren Youth Camp is dedicated to serving youth by providing opportunities for mental, physical and spiritual growth.” – Our mission statement since 1950."
454,90,"_intro_paragraph","field_56e4c01e62cb8"
455,90,"intro_link_url",""
456,90,"_intro_link_url","field_56e4bc3f7c554"
457,90,"intro_link_label",""
458,90,"_intro_link_label","field_56e4b49219ad3"
459,90,"intro_link_external_or_internal","_blank"
460,90,"_intro_link_external_or_internal","field_56e4ba0369801"
461,90,"content_headline","Being ourselves, together."
462,90,"_content_headline","field_56e4c07483505"
463,91,"intro_paragraph","“Van Buren Youth Camp is dedicated to serving youth by providing opportunities for mental, physical and spiritual growth.” – Our mission statement since 1950."
464,91,"_intro_paragraph","field_56e4c01e62cb8"
465,91,"intro_link_url","SSS"
466,91,"_intro_link_url","field_56e4bc3f7c554"
467,91,"intro_link_label","SSS"
468,91,"_intro_link_label","field_56e4b49219ad3"
469,91,"intro_link_external_or_internal","_blank"
470,91,"_intro_link_external_or_internal","field_56e4ba0369801"
471,91,"content_headline","Being ourselves, together."
472,91,"_content_headline","field_56e4c07483505"
474,92,"intro_paragraph","“Van Buren Youth Camp is dedicated to serving youth by providing opportunities for mental, physical and spiritual growth.” – Our mission statement since 1950."
475,92,"_intro_paragraph","field_56e4c01e62cb8"
476,92,"intro_link_url","http://dd.com"
477,92,"_intro_link_url","field_56e4bc3f7c554"
478,92,"intro_link_label","SSSss"
479,92,"_intro_link_label","field_56e4b49219ad3"
480,92,"intro_link_external_or_internal","_blank"
481,92,"_intro_link_external_or_internal","field_56e4ba0369801"
482,92,"content_headline","Being ourselves, together."
483,92,"_content_headline","field_56e4c07483505"
484,93,"intro_paragraph","“Van Buren Youth Camp is dedicated to serving youth by providing opportunities for mental, physical and spiritual growth.” – Our mission statement since 1950."
485,93,"_intro_paragraph","field_56e4c01e62cb8"
486,93,"intro_link_url","http://dd.com"
487,93,"_intro_link_url","field_56e4bc3f7c554"
488,93,"intro_link_label","SSSss"
489,93,"_intro_link_label","field_56e4b49219ad3"
490,93,"intro_link_external_or_internal","external"
491,93,"_intro_link_external_or_internal","field_56e4ba0369801"
492,93,"content_headline","Being ourselves, together."
493,93,"_content_headline","field_56e4c07483505"
494,94,"intro_paragraph","“Van Buren Youth Camp is dedicated to serving youth by providing opportunities for mental, physical and spiritual growth.” – Our mission statement since 1950."
495,94,"_intro_paragraph","field_56e4c01e62cb8"
496,94,"intro_link_url","http://dd.com"
497,94,"_intro_link_url","field_56e4bc3f7c554"
498,94,"intro_link_label","SSSss"
499,94,"_intro_link_label","field_56e4b49219ad3"
500,94,"intro_link_external_or_internal","within"
501,94,"_intro_link_external_or_internal","field_56e4ba0369801"
502,94,"content_headline","Being ourselves, together."
503,94,"_content_headline","field_56e4c07483505"
504,95,"intro_paragraph","“Van Buren Youth Camp is dedicated to serving youth by providing opportunities for mental, physical and spiritual growth.” – Our mission statement since 1950."
505,95,"_intro_paragraph","field_56e4c01e62cb8"
506,95,"intro_link_url","http://dd.com"
507,95,"_intro_link_url","field_56e4bc3f7c554"
508,95,"intro_link_label","SSSss"
509,95,"_intro_link_label","field_56e4b49219ad3"
510,95,"intro_link_external_or_internal","external"
511,95,"_intro_link_external_or_internal","field_56e4ba0369801"
512,95,"content_headline","Being ourselves, together."
513,95,"_content_headline","field_56e4c07483505"
514,96,"intro_paragraph","“Van Buren Youth Camp is dedicated to serving youth by providing opportunities for mental, physical and spiritual growth.” – Our mission statement since 1950."
515,96,"_intro_paragraph","field_56e4c01e62cb8"
516,96,"intro_link_url","http://dd.com"
517,96,"_intro_link_url","field_56e4bc3f7c554"
518,96,"intro_link_label","SSSss"
519,96,"_intro_link_label","field_56e4b49219ad3"
520,96,"intro_link_external_or_internal","within"
521,96,"_intro_link_external_or_internal","field_56e4ba0369801"
522,96,"content_headline","Being ourselves, together."
523,96,"_content_headline","field_56e4c07483505"
524,97,"intro_paragraph","“Van Buren Youth Camp is dedicated to serving youth by providing opportunities for mental, physical and spiritual growth.” – Our mission statement since 1950."
525,97,"_intro_paragraph","field_56e4c01e62cb8"
526,97,"intro_link_url",""
527,97,"_intro_link_url","field_56e4bc3f7c554"
528,97,"intro_link_label",""
529,97,"_intro_link_label","field_56e4b49219ad3"
530,97,"intro_link_external_or_internal","within"
531,97,"_intro_link_external_or_internal","field_56e4ba0369801"
532,97,"content_headline","Being ourselves, together."
533,97,"_content_headline","field_56e4c07483505"
542,26,"intro_paragraph","We are sensitive to the fact that each camper has different needs. Please contact us regarding allergies and dietary requirements of your camper prior to camp. Given enough time to purchase items, we can provide alternate meal options. While we recognize that each camper has differing levels of comfort with being away from home, we discourage calls and visits from parents, as they can often increase the intensity of homesickness. Mail, however, is always encouraged and welcomed!"
543,26,"_intro_paragraph","field_56e4c01e62cb8"
544,26,"intro_link_url","https://vanburen.campintouch.com/v2/login/login.aspx"
545,26,"_intro_link_url","field_56e4bc3f7c554"
546,26,"intro_link_label","Parent login"
547,26,"_intro_link_label","field_56e4b49219ad3"
548,26,"content_headline",""
549,26,"_content_headline","field_56e4c07483505"
550,38,"intro_paragraph","Thanks to donations from the community, businesses, and individuals, we are able to offer financial aid to campers in need."
551,38,"_intro_paragraph","field_56e4c01e62cb8"
552,98,"intro_paragraph","We are sensitive to the fact that each camper has different needs. Please contact us regarding allergies and dietary requirements of your camper prior to camp. Given enough time to purchase items, we can provide alternate meal options. While we recognize that each camper has differing levels of comfort with being away from home, we discourage calls and visits from parents, as they can often increase the intensity of homesickness. Mail, however, is always encouraged and welcomed!"
553,98,"_intro_paragraph","field_56e4c01e62cb8"
556,99,"intro_paragraph","We are sensitive to the fact that each camper has different needs. Please contact us regarding allergies and dietary requirements of your camper prior to camp. Given enough time to purchase items, we can provide alternate meal options. While we recognize that each camper has differing levels of comfort with being away from home, we discourage calls and visits from parents, as they can often increase the intensity of homesickness. Mail, however, is always encouraged and welcomed!"
557,99,"_intro_paragraph","field_56e4c01e62cb8"
558,99,"intro_link_url","https://vanburen.campintouch.com/v2/login/login.aspx"
559,99,"_intro_link_url","field_56e4bc3f7c554"
560,99,"intro_link_label","Parent login"
561,99,"_intro_link_label","field_56e4b49219ad3"
562,99,"intro_link_external_or_internal","external"
563,99,"_intro_link_external_or_internal","field_56e4ba0369801"
564,38,"intro_link_url","https://vanburen.campintouch.com/v2/login/login.aspx"
565,38,"_intro_link_url","field_56e4bc3f7c554"
566,38,"intro_link_label","Parent login"
567,38,"_intro_link_label","field_56e4b49219ad3"
568,38,"intro_link_external_or_internal","external"
569,38,"_intro_link_external_or_internal","field_56e4ba0369801"
